text,true_label,pred_label
sorry da thought calling lot times lil busy call noon,ham,ham
dont think need yellow card uk travel ask someone gone lt gt bucks,ham,ham
hi chikku send nice msgs,ham,ham
take small dose tablet fever,ham,ham
jan fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing u raj,ham,ham
rude campus,ham,ham
hey u still gym,ham,ham
know watching film computer,ham,ham
happy new year dear brother really miss got number decided send text wishing happiness abiola,ham,ham
hey really want chat text hot 69698 text charged 150pm unsubscribe text stop 69698,spam,spam
thinking u x,ham,ham
hello little party animal thought buzz friends grins reminding loved send naughty adoring kiss,ham,ham
yup thk cine better cos need 2 go 2 plaza mah,ham,ham
aathi dear waiting u,ham,ham
todays vodafone numbers ending 4882 selected receive 350 award number matches call 09064019014 receive 350 award,smishing,smishing
otherwise part time job na tuition,ham,ham
happen tell truth,ham,ham
dorothy kiefer com bank granite issues strong buy explosive pick members 300 nasdaq symbol cdgt 5 00 per,spam,ham
sorry joined league people dont keep touch mean great deal friend times even great personal cost great week,ham,ham
cant wait see photos useful,ham,ham
daddy take good care,ham,ham
new tones week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instructions next message,spam,spam
nah wednesday bring mini cheetos bag,ham,ham
ok lar u sleep early nite,ham,ham
cant keep talking people sure pay agree price pls tell want really buy much willing pay,ham,ham
ur mobile number 2crores 35lakh rupees chevrolet motors award 2015 claim send name phone number address age email chevmotorlondon hotmail com,smishing,smishing
ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary,ham,ham
book lesson msg call work sth going get specs membership px3748,ham,ham
takes away money worries,ham,ham
santa calling would little ones like call santa xmas eve call 09058094583 book time,spam,ham
yeah imma come cause jay wants drugs,ham,ham
chance win free bluetooth headset simply reply back adp,spam,spam
k k much cost,ham,ham
coming day class,ham,ham
met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,ham,ham
thank princess want see nice juicy booty,ham,ham
nothing u dinner w us,ham,ham
tiwary rcb battle bang kochi,ham,ham
hiya stu wot u 2 im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan,ham,ham
check mail mailed varma kept copy regarding membership take care insha allah,ham,ham
got fujitsu ibm hp toshiba got lot model say,ham,ham
sac needs carry,ham,ham
ran younger man make pretty babies together,ham,ham
opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple,ham,ham
haf enuff space got like 4 mb,ham,ham
garage keys bookshelf,ham,ham
detroit home snow enjoy,ham,ham
huh hyde park mel ah opps got confused anyway tt e best choice den juz take,ham,ham
sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,ham,ham
uncle timi help clearing cars,ham,ham
u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 1 50 per msg recd cust care 07821230901,smishing,smishing
ok gonna head usf like fifteen minutes,ham,ham
shit surprised went spent evening french guy met town fooled around bit,ham,ham
cud u tell ppl im gona b bit l8 cos 2 buses hav gon past cos full im still waitin 4 1 pete x,ham,ham
come aftr lt decimal gt cleaning house,ham,ham
aah cuddle would lush need lots tea soup kind fumbling,ham,ham
bloomberg message center 447797706008 wait apply future bloomberg com,spam,ham
forget owns private property good boy always passionate kiss,ham,ham
sister belongs 2 family hope tomorrow pray 4 fated 4 shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence women,ham,ham
cos shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,ham,ham
u switch fone dammit,ham,ham
er mw im filled tuth aight,ham,ham
gonna home soon want talk stuff anymore tonight k cried enough today,ham,ham
good morning plz call sir urgent work,ham,ham
pocked,ham,ham
new mobiles 2004 must go txt nokia 89545 collect today 1 2optout 087187262701 50gbp mtmsg18 txtauction,spam,spam
unni thank dear recharge rakhesh,ham,ham
ahhh work vaguely remember feel like lol,ham,ham
yes reg ciao,ham,ham
free message thanks using auction subscription service 18 150p msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,spam,spam
83039 62735 450 uk break accommodationvouchers terms conditions apply 2 claim mustprovide claim number 15541,smishing,smishing
got gas money chance gang want go grand nature adventure,ham,ham
wen u miss someone person definitely special u person special miss keep touch gdeve,ham,ham
awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,ham,ham
finished work yet,ham,ham
sorry im stil last nite went tobed 430 got 4 work 630,ham,ham
sports fans get latest sports news str 2 ur mobile 1 wk free plus free tone txt sport 8007 0870141701216 norm 4txt 120p,spam,spam
love,ham,ham
last chance 2 claim ur 150 worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 3 00 sub 16 remove txt x stop,smishing,smishing
got new job bar airport satsgettin 4 47per hour means lie keep touch,ham,ham
weekend fine excuse much decorating,ham,ham
please call customer service representative freephone 0808 145 4744 9am 11pm guaranteed 3000 cash 7000 prize,smishing,smishing
time coming,ham,ham
joined today,ham,ham
waiting e car dat bored wat cos wait outside got nothing 2 home stuff watch tv wat,ham,ham
4 let go bill millers,ham,ham
hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 info,spam,spam
walked hour 2 c u show care wont u believe im serious,ham,ham
ok im sure time finish tomorrow wanna spend evening cos would vewy vewy lubly love xxx,ham,ham
k leaving soon little 9,ham,ham
keep going never intention run choose rather keep room clean say visitors maybe best choice yes wanted embarassed maybe feel feel friend wants drop buy say happened morning tried everything know else,ham,ham
dear voucher holder next meal us use following link pc 2 enjoy 2 4 1 dining experience,spam,ham
cheers card time year already,ham,ham
nope since ayo travelled forgotten guy,ham,ham
happy skype take pictures sleep want go mind want,ham,ham
2 docs appointments next week tired shoving stuff ugh normal body,ham,ham
huh fast dat means u havent finished painting,ham,ham
heard u4 call 4 rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552,smishing,ham
wait 4 bus stop aft ur lect lar dun c go get car come back n pick,ham,ham
size elephant tablets u shove um ur ass,ham,ham
decide faster cos sis going home liao,ham,ham
thanks ringtone order ref number k718 mobile charged 4 50 tone arrive please call customer services 09065069120,spam,spam
take something pain moves however side next 6hrs see doctor,ham,ham
think mentor 100 percent sure,ham,ham
class get text,ham,ham
princess kitty shaved natural,ham,ham
beerage,ham,ham
loan inr5 00 000 7 50 000 homeowners tenants welcome previously refused still help call free 0800 1956669,smishing,smishing
two fundamentals cool life walk like king walk like dont care whoever king gud nyt,ham,ham
made eta taunton 12 30 planned hope still okday good see xx,ham,ham
idc get weaseling way shit twice row,ham,ham
dear voucher holder claim weeks offer pc please go ts cs apply,smishing,smishing
message responce happend everything fine,ham,ham
class lt gt reunion,ham,ham
dear relieved westonzoyland going plan end,ham,ham
like,ham,ham
ugh gotta drive back sd la butt sore,ham,ham
time month mid time,ham,ham
thought praps meant another one goodo look tomorrow,ham,ham
dled 3d imp,ham,ham
aight ill get fb couple minutes,ham,ham
k girl waiting reception ah,ham,ham
hi yijue regarding 3230 textbook intro algorithms second edition selling 50,ham,ham
know people still town,ham,ham
pizza u want,ham,ham
cant pick phone right pls send message,ham,ham
supposed make still town though,ham,ham
dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,ham,ham
lookatme thanks purchase video clip lookatme charged 35p think better send video mmsto 32323,spam,ham
sorry help sorry,ham,ham
thank winner notified sms good luck future marketing reply stop 84122 customer services 08450542832,smishing,smishing
dear voucher holder 2 claim weeks offer pc go ts cs app,smishing,smishing
worse uses half way stops better complete,ham,ham
reading text sent meant joke read light,ham,ham
sen told going join uncle finance cbe,ham,ham
mila age23 blonde new uk look sex uk guys u like fun text mtalk 69866 18call 08718728876,smishing,ham
watching cartoon listening music evening go temple u,ham,ham
good afternoon love good see words ym get tm smart move slave smiles drink coffee await,ham,ham
free msg single find partner area 1000s real people waiting chat send chat 62220cncl send stopcs 08717890890 1 50 per msg,spam,spam
congratulations u claim 2 vip row tickets 2 c blu concert november blu gift guaranteed call 09061104276 claim ts cs cost 3 75max,smishing,smishing
ranjith cal drpd,ham,ham
urgent mobile awarded 1 500 bonus caller prize 27 6 03 final attempt 2 contact u call 08714714011,smishing,smishing
electricity went fml,ham,ham
08714712388 10am 7pm cost 10p,spam,ham
da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,ham,ham
jus finish bathing,ham,ham
good lets thank god please complete drug lots water beautiful day,ham,ham
jot things want remember later,ham,ham
que pases un buen tiempo something like,ham,ham
u knw dis lt gt,ham,ham
small problem auction punj asking tiwary,ham,ham
k sure get noon see,ham,ham
mummy boy good bad positive negative mummy made wait hmmmm,ham,ham
cramps stopped going back sleep,ham,ham
india take lead,ham,ham
beauty life next second hides thousands secrets wish every second wonderful ur life gud n8,ham,ham
check audrey status right,ham,ham
k k good study well,ham,ham
70 mins stop somewhere first,ham,ham
hhahhaahahah rofl wtf nig leonardo room something,ham,ham
ugh long day exhausted want cuddle take nap,ham,ham
dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,ham,ham
time thinkin goin,ham,ham
